idx,DI,C1_enriched,AU_CO_enriched,found
1314,10.1145/3649217.3653614,"[PangA, University of California, Riverside] [VahidF, University of California, Riverside]",US,True
1315,10.1145/3649217.3653615,"[GardellaN, University of Virginia] [PettitR, University of Virginia] [RiggsSL, University of Virginia]",US,True
1316,10.1145/3649217.3653622,"[EbrahimF, University of Warwick] [JoyM, University of Warwick]",GB,True
1317,10.1145/3649217.3653624,"[GrandeV, Uppsala University] [KieslerN, Georg Simon Ohm University of Applied Sciences Nuremberg] [RodríguezMAF, Uppsala University]",SE;DE,True
1318,10.1145/3649217.3653626,"[DenzlerB, University of California, Riverside] [VahidF, University of California, Riverside] [PangA, University of California, Riverside] [SalloumM, University of California, Riverside]",US,True
1319,10.1145/3649217.3653637,"[KieslerN, Georg Simon Ohm University of Applied Sciences Nuremberg] [OpelS, FernUniversität in Hagen] [ThorbrüggeC, FernUniversität in Hagen]",DE,True
1320,10.1145/3650400.3650606,[XingK],,True
1321,10.1145/3652620.3687773,"[BucchiaroneA, Fondazione Bruno Kessler] [CicchettiA, Mälardalen University] [Vázquez‐IngelmoA, Universidad de Salamanca] [AdamiF, University of Trento] [SchiavoG, Fondazione Bruno Kessler] [García‐HolgadoA, Universidad de Salamanca] [García‐PeñalvoFJ, Universidad de Salamanca]",IT;SE;ES,True
1322,10.1145/3652620.3687774,"[ChenK, McGill University] [ChenB, McGill University] [YangY, McGill University] [MussbacherG, McGill University] [VarróD, Linköping University; McGill University]",CA;SE,True
1323,10.1145/3652620.3687778,"[CharlesJ, RWTH Aachen University] [MichaelJ, RWTH Aachen University] [NetzL, RWTH Aachen University] [Rumpe⋆B, RWTH Aachen University]",DE,True
1324,10.1145/3653323,"[ArecesC, Consejo Nacional de Investigaciones Científicas y Técnicas; Universidad Nacional de Córdoba; Centro Científico Tecnológico - Córdoba] [BenottiL, Consejo Nacional de Investigaciones Científicas y Técnicas; Universidad Nacional de Córdoba; Centro Científico Tecnológico - Córdoba] [BulgarelliFL] [EchevesteME, Consejo Nacional de Investigaciones Científicas y Técnicas; Universidad Nacional de Córdoba; Centro Científico Tecnológico - Córdoba] [FinziN]",AR,True
1325,10.1145/3653666.3656078,"[SthapitS, North Carolina State University] [ThomasM, North Carolina State University] [BrockJ, North Carolina State University] [BarnesT, North Carolina State University]",US,True
1326,10.1145/3656021.3656027,[GulleyP],,True
1327,10.1145/3656156.3665432,"[ValentimM, IT University of Copenhagen] [FalkJ, Aalborg University] [InieN, IT University of Copenhagen]",DK,True
1328,10.1145/3656478,"[GoochD, The Open University] [WaughK, The Open University] [RichardsM, The Open University] [SlaymakerM, The Open University] [WoodthorpeJ, The Open University]",GB,True
1329,10.1145/3657604.3662027,"[IslamMS, Palo Alto University; Stanford University] [DoumbouyaM] [ManningCD, Palo Alto University; Stanford University] [PiechC, Palo Alto University; Stanford University]",US,True
1330,10.1145/3657604.3662030,"[MooreS, Carnegie Mellon University] [SchmuckerR, Carnegie Mellon University] [MitchellTM, Carnegie Mellon University] [StamperJ, Carnegie Mellon University]",US,True
1331,10.1145/3657604.3662032,"[HouX, University of Michigan] [WuZ, University of Michigan] [WangX, University of Michigan] [EricsonB, University of Michigan]",US,True
1332,10.1145/3657604.3662033,"[NguyenH, Utah State University] [NguyenV, University of California, Irvine] [López-FierroS, Utah State University] [LudoviseS, Orange County Department of Education] [SantagataR, University of California, Irvine]",US,True
1333,10.1145/3657604.3662036,"[LyuW, William & Mary; Williams (United States)] [WangY, William & Mary; Williams (United States)] [Tingting, William & Mary; Williams (United States)] [SunY, William & Mary; Williams (United States)] [ZhangY, William & Mary; Williams (United States)]",US,True
1334,10.1145/3657604.3662039,"[SmithDH, University of Illinois System] [DennyP, University of Auckland] [FowlerM, University of Illinois System]",US;NZ,True
1335,10.1145/3657604.3662040,"[GabbayH, Tel Aviv University] [CohenA, Tel Aviv University]",IL,True
1336,10.1145/3657604.3662043,"[AdkinsKL, Georgia Institute of Technology] [JoynerD, Georgia Institute of Technology]",US,True
1337,10.1145/3657604.3662046,"[ChenB, University of Illinois Urbana-Champaign] [LewisCM, University of Illinois Urbana-Champaign] [WestM, University of Illinois Urbana-Champaign] [ZillesC, University of Illinois Urbana-Champaign]",US,True
1338,10.1145/3658549.3658566,"[HoCY, National Taipei University of Nursing and Health Science] [LiuX, National Taipei University of Nursing and Health Science] [QiuY, National Taipei University of Nursing and Health Science] [YangS, University of Kang Ning]",TW,True
1339,10.1145/3658619.3658627,"[KharrufaA, Newcastle University] [JohnsonIG, Newcastle University]",GB,True
1340,10.1145/3660043.3660169,"[ChenJ, Shanghai University of International Business and Economics] [ChenY, Shanghai University of International Business and Economics] [ChengX, Shanghai University of International Business and Economics] [LiuJ, Shanghai University of International Business and Economics] [WangY, Shanghai University of International Business and Economics] [LiY, Shanghai University of International Business and Economics]",CN,True
1341,10.1145/3660043.3660172,"[ZhuG, PLA Army Engineering University] [ZhaoB, PLA Army Engineering University] [TangJ, PLA Army Engineering University]",CN,True
1342,10.1145/3660043.3660191,"[LianW, Beijing Language and Culture University] [XuJ, Beijing Language and Culture University]",CN,True
1343,10.1145/3660650.3660656,"[BirdWH, University of Victoria]",CA,True
1344,10.1145/3660650.3660657,"[RobertsJ, University of British Columbia; University of British Columbia, Okanagan Campus; Okanagan University College] [MohamedA, University of British Columbia; University of British Columbia, Okanagan Campus; Okanagan University College]",CA,True
1345,10.1145/3660650.3660662,"[GoddardQ, University of Calgary] [MotonN, University of Calgary] [HudsonJ, University of Calgary] [HeHA, University of Calgary]",CA,True
1346,10.1145/3661167.3661272,"[GaraccioneG, Politecnico di Torino] [CoppolaR, Politecnico di Torino] [ArditoL, Politecnico di Torino]",IT,True
1347,10.1145/3661904.3661921,"[SeratoJVD, Cebu Institute of Technology University] [RomanaCLCS, Cebu Institute of Technology University]",PH,True
1348,10.1145/3663384.3663393,"[FeldmanMQ, Oberlin College] [AndersonCJ, Wellesley College]",US,True
1349,10.1145/3663433.3663456,"[SinhaR, Utah State University] [SololaI, Utah State University] [NguyenH, Utah State University] [SwansonH, Utah State University] [LawrenceL, Utah State University]",US,True
1350,10.1145/3663547.3746392,"[SwaminathanM, Microsoft Research (India)] [NaikT, Microsoft Research (India)]",IN,True
1351,10.1145/3664476.3670446,"[OhmM, University of Bonn; Fraunhofer Institute for Communication, Information Processing and Ergonomics] [BungartzC, University of Bonn] [BoesF, University of Bonn] [MeierM, University of Bonn; Fraunhofer Institute for Communication, Information Processing and Ergonomics]",DE,True
1352,10.1145/3664476.3670467,"[DzurendaP, Brno University of Technology] [RicciS, Brno University of Technology] [SikoraM, Brno University of Technology] [StejskalM, Brno University of Technology] [LendákI, University of Novi Sad] [AdãoP, Instituto de Telecomunicações]",CZ;RS;PT,True
1353,10.1145/3664934.3664946,"[XiaoQ, Zhejiang International Studies University]",CN,True
1354,10.1145/3664934.3664949,"[ChuH, Guilin University of Electronic Technology] [LiuY]",CN,True
1355,10.1145/3666094.3666109,"[SebastianP, University of Oulu] [SharmaS, University of Oulu] [IivariN, University of Oulu] [KinnulaM, University of Oulu] [MongaC, Indian Institute of Technology Delhi] [VermaD, Indian Institute of Technology Delhi] [AbbasMS, University of Oulu]",FI;IN,True
1356,10.1145/3670013.3670058,"[TorratoJB, De La Salle University] [PillarGA, De La Salle University] [RobledoDA, Ehime University] [AgujaSE, De La Salle Araneta University] [PrudenteMS, De La Salle University]",PH;JP,True
1357,10.1145/3672608.3707764,"[HeilalaV, University of Jyväskylä] [ArayaR, University of Chile] [HämäläinenR, University of Jyväskylä]",FI;CL,True
1358,10.1145/3674399.3674426,"[DongD, Hebei Normal University] [LiangY, Hebei Normal University]",CN,True
1359,10.1145/3674805.3686683,"[GaraccioneG, Politecnico di Torino] [CoppolaR, Politecnico di Torino] [ArditoL, Politecnico di Torino] [TorchianoM, Politecnico di Torino]",IT,True
1360,10.1145/3674912.3674922,"[WeerakoonO, University of Turku] [LeppänenV, University of Turku] [MäkiläT, University of Turku]",FI,True
1361,10.1145/3675585.3675587,"[AngelesCN, De La Salle University; University of the Philippines Diliman] [SamsonB, Cavite State University; De La Salle University] [MamaBRI, Mindanao State University; De La Salle University] [LuriagaRL, Visayas State University; De La Salle University] [DelizoJPD, De La Salle University] [ChingMRD, De La Salle University]",PH,True
1362,10.1145/3675812.3675815,"[ZhangM] [YangH, Krirk University]",TH,True
1363,10.1145/3675812.3675833,"[XuJ, Guangxi Normal University] [ZhanZ, South China Normal University] [LiangS, Guangxi Normal University]",CN,True
1364,10.1145/3675812.3675837,"[YanZ, Tongji University] [ZhangR, Tongji University] [JiaF, Tongji University]",CN,True
1365,10.1145/3675812.3675843,"[ZhangW, Henan University of Economic and Law] [ZhangQ, Henan University of Economic and Law] [CaiM, Henan University of Economic and Law] [WangD, Henan University of Economic and Law] [ZhengY, Beijing Normal University]",CN,True
1366,10.1145/3675812.3675864,"[ChenM, Inner Mongolia Normal University] [XuJ, Inner Mongolia Normal University] [WangY, Inner Mongolia Normal University]",CN,True
1367,10.1145/3675812.3675870,"[LiM, South China Normal University] [HengZ, South China Normal University]",CN,True
1368,10.1145/3675812.3675874,"[LiuL, Saint Joseph's University] [MendozaRA, Saint Joseph's University] [MartinTR, Saint Joseph's University] [MioriVM, Saint Joseph's University]",US,True
1369,10.1145/3676281,"[WangJ, Arizona State University] [KIRANE, Arizona State University] [AuroraS, The University of Texas Rio Grande Valley] [SimeoneM, Arizona State University] [LoboJ, Arizona State University]",US,True
1370,10.1145/3677619.3678113,"[HickmanH, University of Canterbury] [BellT, University of Canterbury]",NZ,True
1371,10.1145/3677892.3677911,"[LiY, Tianjin University of Technology] [LiuS, Tianjin University of Technology]",CN,True
1372,10.1145/3678392.3678405,"[QiY, Shanghai Open University] [WangL, Shanghai Open University]",CN,True
1373,10.1145/3678392.3678410,"[LuY, Capital Normal University] [SunZ, Capital Normal University]",CN,True
1374,10.1145/3678610.3678625,"[ChanSW, Tun Hussein Onn University of Malaysia] [NorhishamNIS, Tun Hussein Onn University of Malaysia] [IsmailF, Tun Hussein Onn University of Malaysia] [AhmadMF, Tun Hussein Onn University of Malaysia]",MY,True
1375,10.1145/3678610.3678630,"[Mei-seungC, Hong Kong Polytechnic University]",HK,True
1376,10.1145/3678884.3681856,"[RasberryN, Virginia Commonwealth University] [EssandohJ, Virginia Tech] [DoE, Virginia Tech] [Ogbonnaya-OgburuIF, Virginia Tech]",US,True
1377,10.1145/3685235.3685237,"[DengX, California State University, Dominguez Hills] [JoshiK, University of Nevada, Reno]",US,True
1378,10.1145/3685680,"[AnnapureddyRR, École Polytechnique Fédérale de Lausanne; Idiap Research Institute] [FornaroliA, Idiap Research Institute] [Gática-PérezD, École Polytechnique Fédérale de Lausanne; Idiap Research Institute]",CH,True
1379,10.1145/3686852.3686861,"[ZhengY, Illinois Institute of Technology]",US,True
1380,10.1145/3686852.3687066,"[GlantzEJ, Pennsylvania State University] [PecaJ, Carnegie Mellon University] [NasereddinM, Pennsylvania State University] [StagerSJ, Pennsylvania State University] [BartolacciMR, Pennsylvania State University]",US,True
1381,10.1145/3686852.3687069,"[ZhangH, Pennsylvania State University] [XieJ, Pennsylvania State University] [WuC, Pennsylvania State University] [CaiJ, Pennsylvania State University] [KimC, Pennsylvania State University] [CarrollJM, Pennsylvania State University]",US,True
1382,10.1145/3686852.3687073,"[ServínC, El Paso Community College] [KarichevNV, El Paso Community College] [PagelM, El Paso Community College]",US,True
1383,10.1145/3686852.3687076,"[KimDH, University of Toronto] [WuJ, University of Florida]",CA;US,True
1384,10.1145/3686970,"[ChengZ, Tsinghua University] [XuJ, University of Wisconsin–Madison] [JinH, University of California San Diego]",CN;US,True
1385,10.1145/3687038,"[KumarH, University of Toronto] [MusabirovI, University of Toronto] [RezaM, University of Toronto] [ShiJ, University of Toronto] [WangXD, University of Toronto] [WilliamsJJ, University of Toronto] [KuzminykhA, University of Toronto] [LiutM, University of Toronto]",CA,True
1386,10.1145/3687311.3687317,"[JiZ, Changchun Institute of Technology] [LiY, Changchun Institute of Technology] [YangR, Changchun Institute of Technology] [WuH, Changchun Institute of Technology]",CN,True
1387,10.1145/3687311.3687323,"[HuB, Shanghai Normal University] [NiQ, Shanghai International Studies University] [GaoR, Shanghai Normal University]",CN,True
1388,10.1145/3687311.3687336,"[LiX, Chengdu Normal University] [SunD, Sichuan International Studies University] [QiuJ, Chongqing Jiaotong University]",CN,True
1389,10.1145/3687311.3687339,"[YangX, Anhui Xinhua University] [ZhaoF, Suzhou Vocational University]",CN,True
1390,10.1145/3688082,"[NieA, Stanford University]",US,True
1391,10.1145/3688084,"[HanA, University of Southern California; California Southern University] [HanS, UC Irvine Health]",US,True
1392,10.1145/3688089,"[ZhouZ, University of Illinois Urbana-Champaign] [KilhofferZ, University of Illinois Urbana-Champaign] [SanfilippoMR, University of Illinois Urbana-Champaign] [UnderwoodT, University of Illinois Urbana-Champaign] [GumuselE, Indiana University] [WeiM, Technical University of Munich] [ChoudhryA, Rajiv Gandhi University of Health Sciences] [XiongJ, University at Buffalo, State University of New York]",US;DE;IN,True
1393,10.1145/3689187.3709606,"[HamoudaS, Virginia Tech] [MarshallL, University of Pretoria] [SandersK, Providence College; Rhode Island College] [TshukuduE, University of Botswana; San Jose State University] [Adelakun-AdeyemoO, Bingham University] [BeckerBA, University College Dublin] [DodooER, University of Michigan] [KorsahGA, Ashesi University] [LuvhengoS, University of Pretoria] [OlaO, University of British Columbia] [ParkinsonJ, University of Glasgow] [SanusiIT, University of Eastern Finland]",US;ZA;BW;NG;IE;GH;CA;GB;FI,True
1394,10.1145/3689187.3709608,"[HooshangiS, Virginia Tech] [ShakilA, University of Auckland] [DasguptaS, George Washington University] [DavisK, Miami University] [FarghallyMF, Virginia Tech] [FitzpatrickK, Georgia Institute of Technology] [GuticaM] [HardtR, University of St. Thomas - Minnesota] [RiddleS, Newcastle University] [SeyamM, Virginia Tech]",US;NZ;GB,True
1395,10.1145/3689187.3709610,"[GarciaR, Victoria University of Wellington] [CsizmadiaA, Newman University] [PearceJL, Berea College] [AlshaigyB, Uppsala University] [GlebovaO, University of Connecticut] [HarringtonB, University of Toronto; The Scarborough Hospital] [ΛιάσκοςΚ, University of Strathclyde] [LunnS, Florida International University] [MacKellarB, St. John's University] [NasirU, Blekinge Institute of Technology] [PettitR, University of Virginia] [SchulzS, Universität Hamburg] [StewartC, Durham University] [BernuyAZ, University of Toronto]",NZ;GB;US;SE;CA;DE,True
1396,10.1145/3689187.3709611,"[TotiG, University of British Columbia] [LindnerP, University of Houston] [GaoALL, University of Toronto] [KarimiOB, Simon Fraser University] [EngineerR, University of Toronto] [HurJ, University of Illinois Urbana-Champaign] [McNeillF, University of Edinburgh] [ReckingerS, University of Illinois Chicago] [RobinsonR, Monash University] [SollazzoA, University of Glasgow] [WicentowskiR, Swarthmore College]",CA;US;GB;AU,True
1397,10.1145/3689187.3709612,"[SchulteC, Paderborn University] [SentanceS, University of Cambridge] [SparmannS, Paderborn University] [AltınR, Christian-Albrechts-Universität zu Kiel] [Friebroon‐YesharimM, Weizmann Institute of Science] [LandmanM, TU Wien] [RückerMT, Friedrich Schiller University Jena] [SatavlekarS, Indian Institute of Technology Bombay] [SiegelAA, Dalhousie University] [TedreM, University of Eastern Finland] [TubinoL, Deakin University] [VartiainenH, University of Eastern Finland] [Velázquez‐IturbideJÁ, Universidad Rey Juan Carlos] [WaiteJ, Raspberry Pi Foundation] [WuZ, University of Michigan]",DE;GB;IL;AT;IN;CA;FI;AU;ES;US,True
1398,10.1145/3689187.3709613,"[BegumM, University of Nottingham; St George's, University of London; City St George's, University of London] [CrossleyJ, St George's, University of London; City St George's, University of London] [StrömbäckF, Linköping University] [AkridaEC, Durham University] [Alpizar-ChacónI, Utrecht University] [EvansA, University of York] [GrossJB, California State University, Monterey Bay] [HaglundP, Linköping University] [LonatiV, University of Milan] [SatyavoluC, North Carolina State University] [ThorgeirssonS, ETH Zurich]",GB;SE;NL;US;IT;CH,True
1399,10.1145/3689187.3709614,"[PratherJ, Abilene Christian University] [LeinonenJ, Aalto University] [KieslerN, Georg Simon Ohm University of Applied Sciences Nuremberg] [BenarioJG, Google (United States)] [LauS, University of California San Diego] [MacNeilS, Temple University] [NorouziN, University of California, Berkeley] [OpelS, FernUniversität in Hagen] [PettitV, Virginia Tech] [PorterL, University of California San Diego] [ReevesBN, Abilene Christian University] [ŠavelkaJ, Carnegie Mellon University] [SmithDH, University of Illinois System] [StrickrothS, LMU Klinikum; Ludwig-Maximilians-Universität München] [ZingaroD, University of Toronto]",US;FI;DE;CA,True
1400,10.1145/3689215,"[ZlotnikovaI, Botswana International University of Science and Technology] [HlomaniH, Botswana International University of Science and Technology]",BW,True
1401,10.1145/3689492.3689806,"[GordonCS, Drexel University]",US,True
1402,10.1145/3689493.3689980,"[GordonCS, Drexel University]",US,True
1403,10.1145/3689493.3689981,"[PraetLV, KU Leuven] [HoobergsJ, KU Leuven] [SchrijversT, KU Leuven]",BE,True
1404,10.1145/3689535.3689553,"[StoneI, Dublin City University]",IE,True
1405,10.1145/3690652,"[YangS] [BairdM] [O’RourkeE, Northwestern University] [BrennanK] [SchneiderB]",US,True
1406,10.1145/3690712.3690718,"[HuangC, MetaMetrics (United States)] [JingW, MetaMetrics (United States)] [HuangT, Pennsylvania State University]",US,True
1407,10.1145/3690712.3690720,"[JelsonA, Virginia Tech] [LeeSW, Virginia Tech]",US,True
1408,10.1145/3691354,"[RajapakseC, University of Kelaniya] [AriyarathnaW, University of Kelaniya] [SelvakanS, University of Kelaniya]",LK,True
1409,10.1145/3691720.3691728,"[QinY, Guangdong Food and Drug Vocational College] [ZengL, Guangdong Food and Drug Vocational College] [WeiJ, Anhui Xinhua University; Guangzhou Xinhua University] [HuY, Guangdong Food and Drug Vocational College] [WuW, Guangdong Food and Drug Vocational College] [WangH, Guangdong Food and Drug Vocational College]",CN,True
1410,10.1145/3691720.3691809,"[DengM, China Railway Construction Machinery Research & Design Institute] [MengS, China Railway Construction Machinery Research & Design Institute]",CN,True
1411,10.1145/3695080.3695150,"[ZhangH, Huazhong University of Science and Technology]",CN,True
1412,10.1145/3696230.3696252,"[BadiAA] [handhaliKA, Muscat College] [AlsalmiS, Muscat College] [Al-ZadjaliO, Muscat College] [AlYarobiS, Muscat College] [AlshibliA, Muscat College]",OM,True
1413,10.1145/3696630.3727233,"[JangJ, Carnegie Mellon University] [ButlerD, Carnegie Mellon University] [McDanielR, Oldham Council] [SanA, University of Virginia] [BoyerDM, Clemson University] [AsadiS, University of Virginia] [KubinaRM, Pennsylvania State University] [MishraT, Start International] [BegelA, Carnegie Mellon University]",US;GB,True
1414,10.1145/3696630.3727244,"[FangZ, Vanderbilt University] [LiJ, Stanford University] [LiangA, Vanderbilt University] [BaiGR, Vanderbilt University] [HuangY, Vanderbilt University]",US,True
1415,10.1145/3696630.3727249,"[CaseN, North Carolina State University] [OreJ, North Carolina State University] [StoleeKT, North Carolina State University]",US,True
1416,10.1145/3696630.3727250,"[KassabM, Boston University]",US,True
1417,10.1145/3696630.3727251,"[KamM, Google (United States)] [MillerC, Google (United States)] [WangM] [TidwellA, Google (United States)] [LeeI, Education Development Center] [Malyn‐SmithJ, Education Development Center] [PerretB, Boston College] [TiwariV, Assemblée Nationale de France] [KenitzerJ, Google (United States)] [MacveanA, Google (United States)] [BarrarE, Google (United States)]",US;FR,True
1418,10.1145/3696630.3727254,"[LundCK, University of Oslo] [StabellI, University of Oslo] [StrayV, University of Oslo] [LindsjørnY, University of Oslo]",NO,True
1419,10.1145/3696630.3727255,"[WangT, Virginia Tech] [TrimbleM, Virginia Tech] [BrownC, Virginia Tech]",US,True
1420,10.1145/3696630.3731663,"[ZiY, Northeastern University] [LiL, Northeastern University] [GuhaA, Northeastern University] [AndersonCJ, Wellesley College] [FeldmanMQ, Oberlin College]",US,True
1421,10.1145/3698061.3726932,"[RezwanaJ, Towson University] [FordC, University of the Arts London]",US;GB,True
1422,10.1145/3698205.3729541,"[ChunJ, Texas A&M University] [ZhaoY, Wisdom Health (United States)] [ChenH, Vanderbilt University] [XiaM, Texas A&M University]",US,True
1423,10.1145/3698205.3729542,"[AhmadM, University of California, Davis] [RaviP, Massachusetts Institute of Technology] [KargerDR, Massachusetts Institute of Technology] [FacciottiMT, University of California, Davis]",US,True
1424,10.1145/3698205.3729549,"[KwakY, University of California, Berkeley] [DunderN, KTH Royal Institute of Technology] [VibergO, KTH Royal Institute of Technology] [PardosZA, University of California, Berkeley]",US;SE,True
1425,10.1145/3699538.3699541,"[KorpimiesK, University of Helsinki] [LaaksonenA, University of Helsinki] [LuukkainenM, University of Helsinki]",FI,True
1426,10.1145/3699538.3699542,"[KreinsenM, Universität Hamburg] [RabeA, Universität Hamburg] [GrospietschF, Koblenz University of Applied Sciences; Universität Koblenz] [SchulzS, Universität Hamburg]",DE,True
1427,10.1145/3699538.3699546,"[KeuningH, Utrecht University] [Alpizar-ChacónI, Utrecht University] [LykourentzouI, Utrecht University] [BeehlerL, Utrecht University] [KöppeC, Utrecht University] [JongId, Utrecht University] [SosnovskyS, Utrecht University]",NL,True
1428,10.1145/3699538.3699556,"[BirilloA] [ArtserE] [PotriasaevaA] [VlasovI] [DzialetsK] [GolubevY] [GerasimovI] [KeuningH, Utrecht University] [BryksinT]",NL,True
1429,10.1145/3699538.3699559,"[SollazzoA, University of Glasgow] [CuttsQ, University of Glasgow]",GB,True
1430,10.1145/3699538.3699560,"[SölchM, Technical University of Munich] [PaulsenM, Technical University of Munich] [KruscheS, Technical University of Munich]",DE,True
1431,10.1145/3699538.3699569,"[JégourelC, Singapore University of Technology and Design] [OngJY, Singapore University of Technology and Design] [KurniawanO, Singapore University of Technology and Design] [ShinLM] [ChitluruK, Temasek Polytechnic]",SG,True
1432,10.1145/3699538.3699593,"[BubničB, University of Maribor] [KovačevićŽ, University of Applied Health Sciences] [KosarT, University of Maribor]",SI;HR,True
1433,10.1145/3700297.3700315,"[QuT, Tianjin University] [YangZ, Tianjin University]",CN,True
1434,10.1145/3700297.3700342,"[ChenP] [AliasSB, SEGi University]",MY,True
1435,10.1145/3700297.3700355,"[WuJ, Second Affiliated Hospital of Jilin University] [ZhengQ, Second Affiliated Hospital of Jilin University] [LiuJ, Second Affiliated Hospital of Jilin University] [GongT, Second Affiliated Hospital of Jilin University] [JinL, Second Affiliated Hospital of Jilin University]",CN,True
1436,10.1145/3700297.3700382,"[ChenZ, Jinhua University of Vocational Technology] [ChenY]",CN,True
1437,10.1145/3700794.3700817,"[SantosMM, Universidade Federal de Alagoas] [BarrosA, Universidade Federal de Alagoas] [RodriguesL, Universidade Federal de Alagoas] [DermevalD, Universidade Federal de Alagoas] [PrimoTT, Universidade Federal de Pelotas] [BittencourtII, Universidade Federal de Alagoas] [IsotaniS, Universidade de São Paulo]",BR,True
1438,10.1145/3701268.3701273,"[ConwayBD, Technological University Dublin] [NolanK, Technological University Dublin] [QuilleK, Technological University Dublin]",IE,True
1439,10.1145/3701268.3701274,"[RielloP, University of Naples Federico II] [QuilleK, Technological University Dublin] [JaiswalR, Technological University Dublin] [SansoneC, University of Naples Federico II]",IT;IE,True
1440,10.1145/3701625.3701684,"[OranAC, Universidade Federal do Amazonas] [MontenegroLB, Universidade Federal do Amazonas] [SchusterHA, Universidade Federal do Amazonas] [DuarteJC, Universidade Federal do Amazonas] [SilvaW, Universidade Federal do Pampa] [LimaRR, Centro de Estudos e Sistemas Avançados do Recife]",BR,True
1441,10.1145/3702163.3702166,"[AsgariM, Linköping University] [MannilaL, Linköping University] [TsaiF, National Taiwan Normal University] [StrömbäckF, Linköping University]",SE;TW,True
1442,10.1145/3702163.3702179,"[A’seriMSM, Sunway University] [MahmudMM, Sunway University] [YaacobY, Sunway University] [AhmadR, Sunway University] [NagasundramU, Sunway University] [MustamamNI, Sunway University]",MY,True
1443,10.1145/3702163.3702188,"[Schefer-WenzlS, Hochschule Campus Wien] [VoglC, Hochschule Campus Wien] [PeirisS, Hochschule Campus Wien] [MiladinovićI, Hochschule Campus Wien]",AT,True
1444,10.1145/3702163.3702410,"[MahmudMM, Sunway University] [WongSF, Sunway University] [A’seriMSM, Sunway University] [AhmadR, Sunway University] [YaacobY, Sunway University] [QaziA, Universiti Brunei Darussalam] [MustamamNI, Sunway University] [NagasundramU, Sunway University]",MY;BN,True
1445,10.1145/3702163.3702465,"[KimJ, University of the District of Columbia]",US,True
1446,10.1145/3702212.3702217,"[MaguireJ, University of Glasgow] [EnglishR, University of Strathclyde] [CaoQ, University of Glasgow] [SeowCK, University of Glasgow]",GB,True
1447,10.1145/3702386.3702388,"[XuX, UNSW Sydney]",AU,True
1448,10.1145/3702386.3702391,"[ZhangL, Qinghai Normal University] [LiX, Qinghai Normal University] [KongX, Qinghai Normal University]",CN,True
1449,10.1145/3702652.3744207,"[AdeebE, Carleton University] [MüldnerK, Carleton University]",CA,True
1450,10.1145/3702652.3744214,"[KoS, Duke University] [ZahnM, North Carolina State University] [StephensK, Duke University] [VelascoY, Duke University] [BattestilliL, North Carolina State University] [HeckmanS, North Carolina State University]",US,True
1451,10.1145/3702652.3744217,"[GuX, University of Michigan] [EricsonB, University of Michigan]",US,True
1452,10.1145/3702652.3744218,"[ShahA, University of California San Diego] [RexinT, University of California San Diego] [ChernovaA, University of California San Diego] [Allen-PerezG, University of California San Diego] [GriswoldWG, University of California San Diego] [RajAGS, University of California San Diego]",US,True
1453,10.1145/3702652.3744219,"[ShihabMIH, Oregon State University] [HundhausenC, Oregon State University] [TariqA, Oregon State University] [HaqueS, Oregon State University] [QiaoY, Oregon State University] [MulandaBW, Oregon State University]",US,True
1454,10.1145/3702652.3744223,"[KalliaM, University of Glasgow]",GB,True
1455,10.1145/3702652.3744225,"[KünzK, University of Tübingen] [WenzelT, University of Tübingen] [WackerJ, University of Tübingen] [TsaravaK, University of Tübingen]",DE,True
1456,10.1145/3702652.3744226,"[JensenM, University of Wisconsin–Madison] [BerlandM, University of Wisconsin–Madison] [ChatterjeeR, University of Wisconsin–Madison]",US,True
1457,10.1145/3702652.3744228,"[GandhiA, Carleton University] [MüldnerK, Carleton University]",CA,True
1458,10.1145/3703162,"[ConnollyR, Mount Royal University]",CA,True
1459,10.1145/3704289.3704301,"[ChangCI, Golden Gate University] [ChoiWC, Illinois Institute of Technology] [ChoiIC, City University of Macau]",US;MO,True
1460,10.1145/3704289.3704302,"[PanR, Nanning Normal University] [ChenL, Nanning Normal University] [MaS, Nanning Normal University]",CN,True
1461,10.1145/3704637.3734738,"[MurrayM, University of Washington] [MotaharT, University of Washington] [ÇakmakM, University of Washington]",US,True
1462,10.1145/3704637.3734778,"[MoudgalyaSK, Knoxville College; University of Tennessee at Knoxville] [AllenT, Knoxville College; University of Tennessee at Knoxville]",US,True
1463,10.1145/3705734,"[GeorgeA, Georgia State University] [StoreyVC, Georgia State University] [HongS, Georgia State University]",US,True
1464,10.1145/3706468.3706479,"[RüdianS, Humboldt-Universität zu Berlin] [PodeloJ, Humboldt-Universität zu Berlin] [KužílekJ, Humboldt-Universität zu Berlin] [PinkwartN, German Research Centre for Artificial Intelligence]",DE,True
1465,10.1145/3706468.3706501,"[ScarlatosA, Amherst College; University of Massachusetts Amherst] [BakerRS, University of Pennsylvania] [LanA, Amherst College; University of Massachusetts Amherst]",US,True
1466,10.1145/3706468.3706523,"[KhalilM, University of Bergen] [VadieeF, University of Bergen] [ShakyaR, University of Bergen] [LiuQ, University of Bergen]",NO,True
