idx,DI,C1_enriched,AU_CO_enriched,found
1549,10.1145/3723010.3723033,"[BöttcherA, Munich University of Applied Sciences] [ThurnerV, Munich University of Applied Sciences]",DE,True
1550,10.1145/3724363.3729022,"[SooriamurthiR, Carnegie Mellon University] [TuX, Carnegie Mellon University] [PenskyAEC, Carnegie Mellon University]",US,True
1551,10.1145/3724363.3729024,"[HouI, Temple University] [ManO, Temple University] [HamiltonK, Temple University] [MuthusekaranS, Temple University] [JohnykuttyJ, Temple University] [ZadehL, Temple University] [MacNeilS, Temple University]",US,True
1552,10.1145/3724363.3729030,"[VírsedaRdV, Universidad Complutense de Madrid]",ES,True
1553,10.1145/3724363.3729036,"[MejiaD, The University of Texas at El Paso] [HolmesE, Google (United States)] [MarroquinJ, Google (United States)] [BenarioJG, Google (United States)]",US,True
1554,10.1145/3724363.3729045,"[SmithDH, University of Illinois System] [FowlerM, University of Illinois System] [DennyP, University of Auckland] [ZillesC, University of Illinois System]",US;NZ,True
1555,10.1145/3724363.3729049,"[McDermottR, University of Aberdeen] [DanielsM, Uppsala University] [BrownJNA, Robert Gordon University] [CajanderÅ, Uppsala University]",GB;SE,True
1556,10.1145/3724363.3729050,"[BlasquezI, Université de Limoges]",FR,True
1557,10.1145/3724363.3729054,"[FarghallyMF, Virginia Tech] [SeyamM, Virginia Tech] [EllisM, Virginia Tech]",US,True
1558,10.1145/3724363.3729055,"[PattersonD, Northeastern University] [TorreJ, Northeastern University] [GuoZ, Northeastern University] [McBrideT, Northeastern University]",US,True
1559,10.1145/3724363.3729059,"[DoughertyRE, United States Military Academy]",US,True
1560,10.1145/3724363.3729060,"[StienstraL, University of British Columbia; University of British Columbia, Okanagan Campus; Okanagan University College] [MohamedA, University of British Columbia; University of British Columbia, Okanagan Campus; Okanagan University College] [MohamedMM, University of British Columbia; University of British Columbia, Okanagan Campus; Helwan University]",CA;EG,True
1561,10.1145/3724363.3729067,"[MacNeilS, Temple University] [PratherJ, Abilene Christian University] [NabidRA, Temple University] [GutierrezS, Temple University] [CarvalhoS, Temple University] [ShresthaS, Temple University] [DennyP, University of Auckland] [ReevesBN, Abilene Christian University] [LeinonenJ, Aalto University] [RossettiRL, Google (United States)]",US;NZ;FI,True
1562,10.1145/3724363.3729070,"[FayazA, KTH Royal Institute of Technology] [GlasseyR, KTH Royal Institute of Technology] [BaltatzisA, KTH Royal Institute of Technology]",SE,True
1563,10.1145/3724363.3729071,"[FreitasJ, Loyola Marymount University]",US,True
1564,10.1145/3724363.3729072,"[ZamanA, University of Memphis] [CookA, University of Memphis] [PhanV, University of Memphis] [WindsorA, University of Memphis]",US,True
1565,10.1145/3724363.3729089,"[JacobsS, University of Siegen] [PetersH, University of Siegen] [JaschkeS, University of Siegen] [KieslerN, Georg Simon Ohm University of Applied Sciences Nuremberg]",DE,True
1566,10.1145/3724363.3729093,"[DennyP, University of Auckland] [KumarV, Indian Institute of Science Bangalore] [MacNeilS, Temple University] [PratherJ, Abilene Christian University] [LeinonenJ, Aalto University]",NZ;IN;US;FI,True
1567,10.1145/3724363.3729095,"[ZhangY, Singapore Management University] [OuhEL, Singapore Management University] [HoA, Singapore Management University] [LoSL, Singapore Management University] [TanKW, Singapore Management University] [LinF, Singapore University of Social Sciences]",SG,True
1568,10.1145/3724363.3729096,"[KellyKS, Colorado School of Mines] [WuB, Colorado School of Mines] [LiebeC, Colorado School of Mines]",US,True
1569,10.1145/3724363.3729101,"[MigutG, Delft University of Technology] [BuszydlikA, Delft University of Technology] [WeerdtMd, Delft University of Technology]",NL,True
1570,10.1145/3724363.3729104,"[ÁlvarezC, Universidad de Los Andes, Chile] [FalknerN, The University of Adelaide] [KinnunenP, University of Helsinki] [ŠavelkaJ, Carnegie Mellon University] [ZhangL, University of Toronto]",CL;AU;FI;US;CA,True
1571,10.1145/3724363.3729106,"[Alpizar-ChacónI, Instituto Tecnológico de Costa Rica; Utrecht University] [KeuningH, Utrecht University]",CR;NL,True
1572,10.1145/3724363.3729109,"[AveniTJ, University of California, Berkeley] [SmithJ, University of California, Berkeley] [FoxA, University of California, Berkeley] [HartmannB, University of California, Berkeley]",US,True
1573,10.1145/3724504.3724535,"[XieN, Zhejiang University of Water Resource and Electric Power] [ChenW, China Jiliang University]",CN,True
1574,10.1145/3727986,"[JiaK, Hong Kong Polytechnic University] [LeungTHM, Hong Kong Polytechnic University] [CheungN, Hong Kong University of Science and Technology; University of Hong Kong] [LiY, Education University of Hong Kong] [YuJ, Hong Kong Polytechnic University]",HK,True
1575,10.1145/3729434.3729444,"[SchedlbergerL, University of Applied Sciences Kufstein] [BöhmK, University of Applied Sciences Kufstein]",AT,True
1576,10.1145/3730405,"[GarciaR, Victoria University of Wellington] [CraigM, University of Toronto]",NZ;CA,True
1577,10.1145/3731559,"[PezzèM, Università della Svizzera italiana] [AbrahãoS, Universitat Politècnica de València] [PenzenstadlerB, Chalmers University of Technology] [PoshyvanykD, William & Mary; Williams (United States)] [RoychoudhuryA, National University of Singapore] [YueT, Beihang University]",CH;ES;SE;US;SG;CN,True
1578,10.1145/3731599.3767381,"[SrinivasanS, Bowie State University] [AlabsiH, Bowie State University] [ObeidatR, Bowie State University] [PonnalaN, Bowie State University] [ZenebeA, Bowie State University]",US,True
1579,10.1145/3731806.3743504,"[NguyenAH, FPT University] [NguyenDM, FPT University] [DoAD, FPT University] [NguyenLTH, FPT University] [PhamMH, FPT University] [DoATM, Le Quy Don Technical University] [TranBQ, FPT University]",VN,True
1580,10.1145/3732299.3732340,"[ZhouQ, Jingchu University of Technology] [DingL, Jingchu University of Technology] [LiuJ, Wuhan Branch of the National Science Library]",CN,True
1581,10.1145/3732801.3732816,"[LiJ, Zhaoqing University] [WangR, Zhaoqing University] [LiX] [CaiR, Zhaoqing University] [GuoJ, Zhaoqing University]",CN,True
1582,10.1145/3732801.3732837,"[SunH, Tianjin University of Sport] [XuL, Tianjin University of Sport]",CN,True
1583,10.1145/3732801.3732845,"[LuanJ, National University of Defense Technology] [ChangT, National University of Defense Technology] [ZengZ, National University of Defense Technology]",CN,True
1584,10.1145/3735091.3737530,"[HarringtonB, University of Toronto] [LambertK, University of Toronto] [LeeL, University of Toronto] [NalluriR, Iowa State University] [SetarehdanSS, University of Toronto] [VadarevuA, University of Pennsylvania; Philadelphia University] [BernuyAZ, McMaster University]",CA;US,True
1585,10.1145/3735091.3737534,"[AlRabahA, University of Illinois Urbana-Champaign] [AlawiniA, University of Illinois Urbana-Champaign]",US,True
1586,10.1145/3735091.3737569,"[KumarH, University of Toronto] [RezaM, University of Toronto] [Thomas-MitchellJ, University of Toronto] [MusabirovI, University of British Columbia] [ZhangL, University of Toronto] [LiutM, University of Toronto]",CA,True
1587,10.1145/3735091.3737571,"[BehmeL, Technische Universität Berlin] [DusellaG, Technische Universität Berlin] [Poepsel-LemaitreR, Technische Universität Berlin] [BorusanA, Fraunhofer Institute for Open Communication Systems; Technische Universität Berlin] [MarklV, Technische Universität Berlin]",DE,True
1588,10.1145/3736181.3747128,"[KurkovskyS, Central Connecticut State University] [GoldweberM, Denison University] [WilliamsCA, Central Connecticut State University] [SommerN, Xavier University]",US,True
1589,10.1145/3736181.3747130,"[RoyN, Georgia Institute of Technology] [HorielkoO, Georgia Institute of Technology] [OmojokunO, Georgia Institute of Technology]",US,True
1590,10.1145/3736181.3747131,"[ObermüllerF, University of Passau] [FraserG, University of Passau]",DE,True
1591,10.1145/3736181.3747134,"[OlugbadeD, Abiola Ajimobi Technical University Ibadan] [SanusiIT, University of Eastern Finland] [OyelereSS, University of Exeter]",NG;FI;GB,True
1592,10.1145/3736181.3747138,"[RunaSN, University College Dublin] [NadalC, University College Dublin] [SantosFH, University College London] [KämpfenF, University College Dublin] [MooneyC, University College Dublin]",IE;GB,True
1593,10.1145/3736181.3747139,"[JohnAE, Federal University Lafia] [SanusiIT, University of Eastern Finland] [OyelereSS, University of Exeter]",NG;FI;GB,True
1594,10.1145/3736181.3747141,"[SanusiIT, University of Eastern Finland] [CampbellOO, Niger State Polytechnic] [AkinrinolaFY, Lagos State University; Lagos State University of Education]",FI;NG,True
1595,10.1145/3736181.3747142,"[SheardJ, Monash University] [MalmiL, Aalto University] [SzaboC, The University of Adelaide] [KinnunenP, University of Helsinki]",AU;FI,True
1596,10.1145/3736181.3747143,"[MadooeiA, Johns Hopkins University]",US,True
1597,10.1145/3736181.3747144,"[KannL, KTH Royal Institute of Technology] [KannV, KTH Royal Institute of Technology]",SE,True
1598,10.1145/3736181.3747149,"[MiroloC, University of Udine] [IzuC, The University of Adelaide]",IT;AU,True
1599,10.1145/3736181.3747156,"[ExlineB, Georgia Institute of Technology] [DuffinM, Georgia Institute of Technology] [HarbisonB, Georgia Institute of Technology] [GomezCd, Georgia Institute of Technology] [JoynerD, Georgia Institute of Technology]",US,True
1600,10.1145/3736181.3747157,"[GarciaY, Harvey Mudd College] [NgoJ, Harvey Mudd College] [LinFR, Harvey Mudd College] [DonsonE, Harvey Mudd College] [DoddsZ, Harvey Mudd College]",US,True
1601,10.1145/3736181.3747165,"[PenneyJ, Northern Arizona University] [AcharyaP, Northern Arizona University] [HilbertP, Northern Arizona University] [ParekhP, Northern Arizona University] [SarmaA, Oregon State University] [SteinmacherI, Northern Arizona University] [GerosaM, Northern Arizona University]",US,True
1602,10.1145/3736181.3747166,"[BennettA, The University of Adelaide] [IzuC, The University of Adelaide]",AU,True
1603,10.1145/3737884,"[AlbluwiI, Princess Sumaya University for Technology] [HriezR, Princess Sumaya University for Technology] [ListerR, University of Technology Sydney]",JO;AU,True
1604,10.1145/3737885,"[BrownNCC, King's College London] [Weill-TessierP, King's College London] [LeinonenJ, Aalto University] [DennyP, University of Auckland] [KöllingM, King's College London]",GB;FI;NZ,True
1605,10.1145/3742413.3789131,"[LeeC, University at Buffalo, State University of New York] [ZhengQ, University at Buffalo, State University of New York] [XiongJ, University at Buffalo, State University of New York]",US,True
1606,10.1145/3742413.3789139,"[ZhouY, Purdue University West Lafayette] [BabuPM, Purdue University West Lafayette] [PandeyU, Purdue University West Lafayette] [MaganaAJ, Purdue University West Lafayette] [LiT, Purdue University West Lafayette]",US,True
1607,10.1145/3742901.3742915,"[FranciscoM, Indiana University Bloomington] [WuY, Indiana University Bloomington]",US,True
1608,10.1145/3744367.3744402,"[ZhouY, Hangzhou Normal University] [ShanZ, Hangzhou Normal University] [DaiZ, Hangzhou Normal University] [ZhangZ, Hangzhou Normal University]",CN,True
1609,10.1145/3744367.3744408,"[DaiG, Shanghai Technical Institute of Electronics & Information] [LiQ, Shanghai Technical Institute of Electronics & Information] [MaZ, Shanghai Technical Institute of Electronics & Information]",CN,True
1610,10.1145/3745676.3745726,"[YangZ, Wuhan University of Technology] [LiaoM, Wuhan University of Technology] [LiY, Wuhan University of Technology] [WangL, Wuhan University of Technology] [WangK, Wuhan University of Technology] [WeiY, Wuhan University of Technology]",CN,True
1611,10.1145/3746252.3761321,"[ZhangW, Shanghai Jiao Tong University] [FuL, Shanghai Jiao Tong University] [LiQ, Shanghai Jiao Tong University] [DuK, Shanghai Jiao Tong University] [LinJ, Shanghai Jiao Tong University] [YuJ, Shanghai Jiao Tong University] [XiaW, GTx (United States)] [ZhangW, Shanghai Jiao Tong University] [TangR, Huawei Technologies (China)] [YuY, Shanghai Jiao Tong University]",CN;US,True
1612,10.1145/3746469.3746483,"[ShamsudinMF, University of Kuala Lumpur] [CaoL, Guangdong Polytechnic of Science and Technology]",MY;CN,True
1613,10.1145/3746469.3746492,"[HuangX, Macao Polytechnic University]",MO,True
1614,10.1145/3746469.3746523,"[WangS, Shandong Youth University of Political Science]",CN,True
1615,10.1145/3746469.3746551,"[GuoY, Kangwon National University]",KR,True
1616,10.1145/3746469.3746562,"[LiuX, Beijing University of Technology; Beijing Polytechnic] [WuH, Beijing University of Technology; Beijing Polytechnic] [YaoX, Beijing University of Technology; Beijing Polytechnic]",CN,True
1617,10.1145/3748495.3704731,"[HoslerKA, University of Denver]",US,True
1618,10.1145/3748522.3779850,"[LugonesLAQ, Florida International University] [KverneCL, Florida International University] [BhimaniNS, Northeastern University] [OliveiraAC, Florida International University] [PolyzouA, Florida International University] [LisettiC, Florida International University] [BhimaniJ, Florida International University]",US,True
1619,10.1145/3748522.3779879,"[KubeschJ, Fachhochschule Salzburg] [HuberL, Fachhochschule Salzburg] [HavasC, Fachhochschule Salzburg]",AT,True
1620,10.1145/3748522.3779975,"[MohammedAT, Linnaeus University] [HooshyarD, Tallinn University of Technology; Tallinn University] [MilradM, Linnaeus University]",SE;EE,True
1621,10.1145/3748627,"[ChenM, Worcester Polytechnic Institute] [SmithG, Worcester Polytechnic Institute]",US,True
1622,10.1145/3748825.3748843,"[WangJ, Xi'an Jiaotong University] [WangB, Xi'an Jiaotong University]",CN,True
1623,10.1145/3748825.3748859,"[LiL, Guiyang Medical University] [LiH, Guiyang Medical University] [WeiX, Guiyang Medical University]",CN,True
1624,10.1145/3748825.3748954,"[YangA, National University of Defense Technology] [PengQ, National University of Defense Technology]",CN,True
1625,10.1145/3749012.3749070,"[ΔρίτσαςΗ, University of West Attica] [ΤρίγκαΜ, University of West Attica] [VonitsanosG, University of West Attica] [MylonasP, University of West Attica]",GR,True
1626,10.1145/3749996,"[ŘechtáčkováA, Masaryk University] [PelánekR, Masaryk University] [EffenbergerT, Český metrologický institut]",CZ,True
1627,10.1145/3750069.3750151,"[LupettiML, Politecnico di Torino] [MadenWvd, IT University of Copenhagen] [SanniJ, Politecnico di Torino] [MartínezL, Sorbonne Université] [CavallinE, Università Iuav di Venezia] [CangianoS, University of Applied Sciences and Arts of Southern Switzerland] [MelaA, Torino e-district] [Murray-RustD, Delft University of Technology]",IT;DK;FR;CH;NL,True
1628,10.1145/3750069.3750397,"[SqalliMT, Abu Dhabi University; New York University Abu Dhabi]",AE,True
1629,10.1145/3754508.3754511,"[MailloT, University of Edinburgh] [AlexandruC, University of Edinburgh] [ConstantinA, University of Edinburgh]",GB,True
1630,10.1145/3754508.3754513,"[PhilbinCA, Raspberry Pi Foundation] [SentanceS, Raspberry Pi Foundation]",GB,True
1631,10.1145/3754508.3754514,"[FanJ, Aalto University] [MihaylovaT, Aalto University] [AkramB, North Carolina State University] [NorouziN, University of California, Berkeley] [BrusilovskyP, University of Pittsburgh] [HellasA, Aalto University] [LeinonenJ, Aalto University]",FI;US,True
1632,10.1145/3754508.3754517,"[ArulebaK, University of Leicester] [OyelereSS, University of Exeter] [ObaidoG, University of California, Berkeley] [SanusiIT, University of Eastern Finland]",GB;US;FI,True
1633,10.1145/3754508.3754519,"[BottaC, University of Edinburgh] [RobertsonJ, University of Edinburgh] [McMellonC, University of Edinburgh] [LawsonJ, Scottish Qualifications Authority] [AjalaJ, A.S. Watson (Netherlands)] [GonzalezSL, A.S. Watson (Netherlands)] [HamidiA, Edinburgh College] [HicksN] [McDonaldK] [PatersonR] [ScottP] [TangJ]",GB;NL,True
1634,10.1145/3756580.3756590,"[ZhangJ, Heilongjiang Institute of Technology] [MaY, Heilongjiang Institute of Technology] [ZhangL, Heilongjiang Institute of Technology] [WangZ, Harbin Institute of Technology; Heilongjiang Institute of Technology]",CN,True
1635,10.1145/3756580.3756634,"[YangS, Dalian Neusoft University of Information]",CN,True
1636,10.1145/3757279.3785590,"[GennariR, Free University of Bozen-Bolzano] [KhanMB, Free University of Bozen-Bolzano] [MelonioA, Ca' Foscari University of Venice] [PellegrinoMA, University of Salerno]",IT,True
1637,10.1145/3758317.3759680,"[SalomonM, University of British Columbia] [ChinKD, University of British Columbia] [HolmesR, University of British Columbia] [FritzT, University of Zurich] [MurphyGC, University of British Columbia]",CA;CH,True
1638,10.1145/3758317.3759682,"[KumamotoK, Institute of Science Tokyo] [CongY, Institute of Science Tokyo] [MasuharaH, Institute of Science Tokyo]",,True
1639,10.1145/3758317.3759683,"[KrishnamurthiS, Brown University] [ThießenT, University of Münster] [VahrenholdJ, University of Münster]",US;DE,True
1640,10.1145/3758317.3759684,"[LombartsT, Eindhoven University of Technology] [WalravensG, Eindhoven University of Technology] [SerajM, Eindhoven University of Technology] [OchoaL, Eindhoven University of Technology] [BrandMvd, Eindhoven University of Technology]",NL,True
1641,10.1145/3759257,"[VidelaR, Universidad Santo Tomás] [PennyS, University of California, Irvine; Irvine University] [RossW, London Metropolitan University]",CL;US;GB,True
1642,10.1145/3759275.3759296,"[ChengM, Beijing Institute of Technology; Tangshan College; Beijing Research Institute of Mechanical and Electrical Technology] [LuZ, Beijing Research Institute of Mechanical and Electrical Technology]",CN,True
1643,10.1145/3760545.3783964,"[LatulipeC, University of Manitoba] [AnvikJ, University of Lethbridge] [LinK, University of Washington] [NowrinS, University of North Carolina at Charlotte] [RailingBP, Carnegie Mellon University] [ReckingerS, University of Illinois Chicago] [ZarnegarA, Swinburne University of Technology]",CA;US;AU,True
1644,10.1145/3760545.3783972,"[KarimiOB, Simon Fraser University] [RobinsonR, Monash University] [ReckingerS, University of Illinois Chicago] [AlberiniG, McGill University] [BhagavatulaS, Northwestern University] [BonjourT, University of California San Diego] [HmeljakD(M, Indiana University Bloomington] [ΛιάσκοςΚ, Heriot-Watt University] [RodgerS, Duke University] [SembeyR, Monash University] [Venn-WycherleyM, Swansea University]",CA;AU;US;GB,True
1645,10.1145/3760545.3783974,"[HooshangiS, Virginia Tech] [ShakilA, University of Auckland] [RiddleS, Newcastle University] [AydinI, Farmingdale State College] [NasirN, Blekinge Institute of Technology] [ParupudiT, Arizona State University] [RehmanA, Norwegian University of Science and Technology] [ScottMJ, Falmouth University] [VahrenholdJ, University of Münster] [WeerasingheA, The University of Adelaide] [WuX, The University of Sydney]",US;NZ;GB;SE;NO;DE;AU,True
1646,10.1145/3760545.3783976,"[MannilaL, University of Helsinki] [HenryJ, University of Namur] [BahrT, University of Potsdam] [ChytasC, Utrecht University] [ConnamacherH, Case Western Reserve University] [MüllerBCN, Radboud University Nijmegen] [OpelS, FernUniversität in Hagen] [SchollA, Georg Simon Ohm University of Applied Sciences Nuremberg]",FI;BE;DE;NL;US,True
1647,10.1145/3761843.3761874,"[VillanuevaMDA, Mapúa University; University of Makati] [NazarethJ, Mapúa University; University of Makati] [PinuguJNJ, Mapúa University; University of Makati] [LiwanagJAB, Mapúa University; University of Makati] [LindzaeLAE, Mapúa University; University of Makati] [MoralAKM, Mapúa University; University of Makati] [DomaelBN, Mapúa University; University of Makati] [AlvarezJSF, Mapúa University; University of Makati]",PH,True
1648,10.1145/3761843.3761888,"[ArgusonAC, Far Eastern University] [AmbatSC, Far Eastern University] [MalasagaEV, Far Eastern University] [AlmenianaFC, Far Eastern University] [SanchezMM, Far Eastern University]",PH,True
1650,10.1145/3764206.3764261,"[LiS, Jilin International Studies University] [YuQ, Jilin International Studies University] [YangH, Jilin International Studies University] [WangZ, Jilin International Studies University] [ZhangL, Jilin International Studies University]",CN,True
1651,10.1145/3764206.3764318,"[JianX, Jimei University]",CN,True
1652,10.1145/3764206.3764325,"[DaiY, Hohai University]",CN,True
1653,10.1145/3764206.3764327,"[LiZ, Xijing University] [YeQ, Xijing University] [JinX, Xijing University]",CN,True
1654,10.1145/3764206.3764330,"[WangQ, Health and Family Planning Commission of Sichuan Province] [XuX, Sichuan University] [SunY, Sichuan University] [FanX, Sichuan University]",CN,True
1655,10.1145/3764593,"[KumarS, Heriot-Watt University Dubai] [LonesMA, Heriot-Watt University] [MaarekM, Heriot-Watt University] [ZantoutH, Heriot-Watt University Dubai]",AE;GB,True
1656,10.1145/3764687.3764698,"[HermannJ, Ruhr West University of Applied Sciences] [DoğangünA, Ruhr West University of Applied Sciences]",DE,True
1657,10.1145/3765325.3765333,"[ZhaoS, PLA Rocket Force University of Engineering] [WangX, PLA Rocket Force University of Engineering] [LiY, PLA Rocket Force University of Engineering] [ShiS, PLA Rocket Force University of Engineering] [LiangC, PLA Rocket Force University of Engineering]",CN,True
1658,10.1145/3766557.3766563,"[ZhangW, Wuhan University of Science and Technology] [YangY, Wuhan University of Science and Technology] [YaoJ, Wuhan University of Science and Technology] [LuL, Wuhan University of Science and Technology] [AblimitK, Wuhan University of Science and Technology] [GaoYN, Wuhan University of Science and Technology]",CN,True
1659,10.1145/3766557.3766566,"[YuZ, Wuhan College] [JiangX, Wuhan College]",CN,True
1660,10.1145/3766557.3766569,"[XuJ, North China University of Technology] [CheM, North China University of Technology]",CN,True
1661,10.1145/3766671.3766811,"[XibinX, Guangdong Polytechnic of Science and Technology; Guangdong Polytechnic Normal University] [ZhaoX, Guangdong Food and Drug Vocational College]",CN,True
1662,10.1145/3766902,"[HayesB, Colorado Springs School District 11]",US,True
1663,10.1145/3768310.3807795,"[WangW, Virginia Tech] [ShenZ, Virginia Tech] [LiL, Nanjing University] [HsiaoMS, Virginia Tech]",US;CN,True
1664,10.1145/3768310.3807799,"[SchmalenbachK, Friedrich-Alexander-Universität Erlangen-Nürnberg]",DE,True
1665,10.1145/3768421.3768445,"[ZhangK, Huangshan University] [TianJ, Huangshan University]",CN,True
1666,10.1145/3768421.3768449,[CaoH],,True
1667,10.1145/3768421.3768457,"[LiCL, Kyrgyz State National University] [NianN, Kyrgyz State National University] [ZhangZ, Kyrgyz State National University] [TakenovaZ, Ala-Too International University]",KG,True
1668,10.1145/3768421.3768472,"[ZhouJ, Fuyang Normal University]",CN,True
1669,10.1145/3768421.3768477,"[LiC, Harbin University of Science and Technology] [JiangL, Jilin University] [SunS, Harbin Normal University] [GuanN, Harbin University of Science and Technology]",CN,True
1670,10.1145/3768421.3768503,"[WuH, Nanfang Hospital] [YuanJ, Nanfang Hospital] [DengH, Nanfang Hospital]",CN,True
1671,10.1145/3768801.3768813,"[ZhangY, Nanfang Hospital; Nanfang College Guangzhou] [WangC, Nanfang Hospital; Nanfang College Guangzhou]",CN,True
1672,10.1145/3768801.3768919,"[WangY] [JiaY, Jimei University]",CN,True
1673,10.1145/3769002.3769962,"[XieW, City University of Hong Kong] [NiuJ, City University of Hong Kong] [XueCJ, Mohamed bin Zayed University of Artificial Intelligence] [GuanN, City University of Hong Kong]",HK;AE,True
1674,10.1145/3769086,"[LiJ, University of Hong Kong] [JiangZ, University of Hong Kong] [LiuY, Xi'an Jiaotong University]",HK;CN,True
1675,10.1145/3769126.3769244,"[BomfimFdCJ, Universidade de Fortaleza] [NetoJAM, Universidade de Fortaleza] [NevesA, Universidade de Fortaleza] [FurtadoV, Universidade de Fortaleza] [SilvaS, Universidade de Fortaleza] [PinheiroV, Universidade de Fortaleza]",BR,True
1676,10.1145/3769694.3771107,"[CordovaLP, Willamette University] [MendozaT, Willamette University] [HolmesS, Willamette University] [MegginsonK, Willamette University] [WebsterB, Willamette University] [GregoryD, Willamette University]",US,True
1677,10.1145/3769694.3771110,"[AbisadoM, National University] [BlancaflorE, Mapúa University] [SidenoJE, University of Santo Tomas] [SunJ, National University] [CaluyaSS, National University] [CalfoforoJC, Iloilo Science and Technology University; National University; University of Iloilo; University of the Philippines Manila]",PH,True
1678,10.1145/3769694.3771114,"[CorralL, Instituto Tecnológico de Querétaro; Universidad Anáhuac Querétaro; Tecnológico de Monterrey] [FronzaI, Free University of Bozen-Bolzano]",MX;IT,True
1679,10.1145/3769694.3771116,"[McCauleyJ, Computing Center] [GlantzEJ, Pennsylvania State University] [NasereddinM, Pennsylvania State University] [BartolacciMR, Pennsylvania State University]",RU;US,True
1680,10.1145/3769694.3771117,"[HassanIB, Metro Urology; Metropolitan State University] [El-ShekeilI, Metro Urology; Metropolitan State University] [LiuJ, Metro Urology; Metropolitan State University]",US,True
1681,10.1145/3769694.3771119,"[HawthorneEK, Northeastern University] [SabinM, University of New Hampshire at Manchester]",US,True
1682,10.1145/3769694.3771120,"[SchooleyB, Brigham Young University] [HansenD, Brigham Young University] [KnepperJ, Brigham Young University] [HansenZ, Brigham Young University] [SmithSH, Brigham Young University] [BradleyEJ, Brigham Young University] [HollandTB, Brigham Young University] [HoustonJA, Brigham Young University] [BeereE, Brigham Young University] [LuntBM, Brigham Young University]",US,True
1683,10.1145/3769694.3771124,"[JeswaniS, Google (United States)] [MittalA, University of the Cumberlands] [SewlaniS, Akamai (United States)]",US,True
1684,10.1145/3769694.3771128,"[AndleebS, University of Alabama] [KantorskiB, University of Alabama] [CarverJC, University of Alabama]",US,True
1685,10.1145/3769694.3771136,"[MittalA, University of the Cumberlands] [ShahH, Institute of Electrical and Electronics Engineers] [KeshapP, Institute of Electrical and Electronics Engineers]",US,True
1686,10.1145/3769694.3771142,"[KazaS, Towson University] [TaylorB, Towson University] [WagnerP, University of Arizona] [BanikSM, Citadel] [El-SheikhE, University of West Florida] [ZaleppaP, Towson University] [HammanST, Cedarville University] [SajidMSI, Towson University] [LevyY, Nova Southeastern University] [NestlerV, California State University, San Bernardino] [SamtaniS, Indiana University Bloomington] [TagueP, Carnegie Mellon University]",US,True
1687,10.1145/3769694.3771145,"[GöhlerV, TU Bergakademie Freiberg]",DE,True
1688,10.1145/3769694.3771146,"[ParakhA, Kennesaw State University] [SubramaniamM, University of Nebraska at Omaha]",US,True
1689,10.1145/3769694.3771149,"[AttarwalaA, California State University, Chico] [LindooE, Regis University]",US,True
1690,10.1145/3769694.3771150,"[ZuoF, University of Central Oklahoma] [QianG, University of Central Oklahoma] [QuX, University of Central Oklahoma] [RheeJ, University of Central Oklahoma] [FuJ, University of Central Oklahoma]",US,True
1691,10.1145/3769694.3771166,"[ReddyP, George Washington University]",US,True
1692,10.1145/3769748.3773357,"[SugimotoM, Hannan University; Kwansei Gakuin University] [ZhangF, Kwansei Gakuin University] [NagataN, Kwansei Gakuin University]",JP,True
1693,10.1145/3769855,"[TuckerJV, Swansea University; Energy Safety Research Institute]",GB,True
1694,10.1145/3769864,"[RojpaisarnkitR, Nara Institute of Science and Technology] [RoblesG, Universidad Rey Juan Carlos] [Gonzalez-BarahonaJM, Universidad Rey Juan Carlos] [MatsumotoK, Nara Institute of Science and Technology] [KulaRG, The University of Osaka]",JP;ES,True
1695,10.1145/3769994.3769996,"[HermannJ, Ruhr West University of Applied Sciences]",DE,True
1696,10.1145/3769994.3770000,"[OliveiraE, Utrecht University] [KeuningH, Utrecht University] [JeuringJ, Utrecht University]",NL,True
1697,10.1145/3769994.3770002,"[StanjaJ, Leibniz University Hannover] [MeierJR, Leibniz University Hannover] [KrugelJ, Leibniz University Hannover]",DE,True
1698,10.1145/3769994.3770003,"[BradleyS, Durham University] [EnglishR, University of Strathclyde] [FincherS, University of Kent] [HullD, University of Manchester] [ZarbM, Robert Gordon University]",GB,True
1699,10.1145/3769994.3770005,"[SpörerE, Technical University of Munich] [MichaeliT, Technical University of Munich]",DE,True
1700,10.1145/3769994.3770013,"[FioriS, Trinity College Dublin] [StrongG, Trinity College Dublin] [DukesJ, Trinity College Dublin]",IE,True
1701,10.1145/3769994.3770019,"[GraßlI, Technische Universität Darmstadt] [FeinB, University of Passau] [FraserG, University of Passau]",DE,True
1702,10.1145/3769994.3770022,"[HoganE, Bard College] [CuevasA, Carnegie Mellon University] [HibshiH, King Abdulaziz University] [ChristinN, Carnegie Mellon University]",US;SA,True
1703,10.1145/3769994.3770023,"[TarterA, University of Minnesota] [ZhouM, University of Minnesota] [YaroshS, University of Minnesota] [DeLiemaD, University of Minnesota]",US,True
1704,10.1145/3769994.3770025,"[BassnerP, Technical University of Munich] [LottnerA, Technical University of Munich] [KruscheS, Technical University of Munich]",DE,True
1705,10.1145/3769994.3770026,"[VartiainenH, University of Eastern Finland] [TedreM, University of Eastern Finland]",FI,True
1706,10.1145/3769994.3770027,"[HakJ, University of Southern California] [JohnsonNL, University of Southern California] [AmoozadehM, University of Houston] [AlipourMA, University of Houston] [ChattopadhyayS, University of Southern California]",US,True
