Occurrences,Words,Cluster,Color,Cluster_Label,Cluster_Frequency,Cluster_PageRank,Score,Freq,btw_centrality,clos_centrality,pagerank_centrality
7,computing,3,#4DAF4A80,artificial intelligence,0.001375334798195319,0.004142011834319527,0.2758673316257423,1681,34.081847913188206,0.0018552875695732839,0.001375334798195319
7,conferences,3,#4DAF4A80,artificial intelligence,0.002656428494722341,0.004142011834319527,0.3399220164520934,1681,48.493120027622275,0.001984126984126984,0.002656428494722341
7,creativity,3,#4DAF4A80,artificial intelligence,0.0015946887202707963,0.004142011834319527,0.2868350277295162,1681,17.176501496277407,0.0019047619047619048,0.0015946887202707963
7,reliability,3,#4DAF4A80,artificial intelligence,0.0026832006791389375,0.004142011834319527,0.3412606256729232,1681,61.08139122455662,0.002074688796680498,0.0026832006791389375
7,taxonomy,3,#4DAF4A80,artificial intelligence,0.00241079687788578,0.004142011834319527,0.32764043561026535,1681,74.9423145022911,0.0020833333333333333,0.00241079687788578
7,technology,3,#4DAF4A80,artificial intelligence,0.0017293157355359925,0.004142011834319527,0.293566378492776,1681,38.88241252466683,0.00199203187250996,0.0017293157355359925
7,technology adoption,3,#4DAF4A80,artificial intelligence,0.0017900737876728275,0.004142011834319527,0.29660428109961773,1681,45.573057613844924,0.002008032128514056,0.0017900737876728275
7,undergraduate,3,#4DAF4A80,artificial intelligence,0.0015634738619382405,0.004142011834319527,0.28527428481288836,1681,25.711546815164812,0.0018796992481203006,0.0015634738619382405
6,ai integration,3,#4DAF4A80,artificial intelligence,0.001327844860600215,0.0035502958579881655,0.243907035929419,1681,14.135954092899558,0.0019157088122605363,0.001327844860600215
6,design methodology,3,#4DAF4A80,artificial intelligence,0.0028094334956833863,0.0035502958579881655,0.3179864676835776,1681,41.20558592014054,0.0019723865877712033,0.0028094334956833863
6,empirical study,3,#4DAF4A80,artificial intelligence,0.0013172980099909368,0.0035502958579881655,0.24337969339895513,1681,29.539076385345464,0.0019455252918287938,0.0013172980099909368
6,experience report,3,#4DAF4A80,artificial intelligence,0.0012830432633511768,0.0035502958579881655,0.24166695606696711,1681,14.933182053006297,0.0018148820326678765,0.0012830432633511768
6,gai,3,#4DAF4A80,artificial intelligence,0.0016506996996442937,0.0035502958579881655,0.260049777881623,1681,43.93665683131272,0.0020491803278688526,0.0016506996996442937
6,industries,3,#4DAF4A80,artificial intelligence,0.0018176385202803447,0.0035502958579881655,0.2683967189134255,1681,50.11665121567025,0.002028397565922921,0.0018176385202803447
6,interviews,3,#4DAF4A80,artificial intelligence,0.0015421639403007217,0.0035502958579881655,0.2546229899144443,1681,51.62958029384973,0.0019193857965451055,0.0015421639403007217
6,java,3,#4DAF4A80,artificial intelligence,0.0019123458683355304,0.0035502958579881655,0.2731320863161848,1681,37.668581245301326,0.002053388090349076,0.0019123458683355304
6,learning technology,3,#4DAF4A80,artificial intelligence,0.0013509783341905854,0.0035502958579881655,0.24506370960893756,1681,42.72281414022174,0.0019723865877712033,0.0013509783341905854
6,lifelong learning,3,#4DAF4A80,artificial intelligence,0.0015424907659140356,0.0035502958579881655,0.25463933119511006,1681,36.26555761722615,0.00196078431372549,0.0015424907659140356
6,optimization,3,#4DAF4A80,artificial intelligence,0.001604438835444899,0.0035502958579881655,0.25773673467165326,1681,28.01768517463699,0.0019569471624266144,0.001604438835444899
6,transforms,3,#4DAF4A80,artificial intelligence,0.0024827021769254897,0.0035502958579881655,0.30164990174568274,1681,55.149823387492965,0.0020242914979757085,0.0024827021769254897
91,computing education,4,#984EA380,computing education,0.011413112900397227,0.08947885939036382,5.044598614538052,987,530.5115929349415,0.0021141649048625794,0.011413112900397227
80,llm,4,#984EA380,computing education,0.011947559982680891,0.07866273352999016,4.530514675633553,987,437.77600671389877,0.0021551724137931034,0.011947559982680891
79,cs1,4,#984EA380,computing education,0.01240180876805561,0.0776794493608653,4.504062906446045,987,236.7967580865839,0.002066115702479339,0.01240180876805561
73,large language model,4,#984EA380,computing education,0.008106334242493771,0.07177974434611603,3.99430392943049,987,828.223091174002,0.0022624434389140274,0.008106334242493771
71,llms,4,#984EA380,computing education,0.009161431336648724,0.06981317600786627,3.948730367225749,987,604.9852424534954,0.0022123893805309734,0.009161431336648724
62,ai,4,#984EA380,computing education,0.011372432178627788,0.06096361848574238,3.6168025332185083,987,549.3681897009466,0.0022471910112359553,0.011372432178627788
43,machine learning,4,#984EA380,computing education,0.007620072970912645,0.04228121927236971,2.495064612164118,987,175.9328404886683,0.0020876826722338203,0.007620072970912645
37,introductory programming,4,#984EA380,computing education,0.007570717158727793,0.03638151425762045,2.197611570817412,987,151.94241856198263,0.002036659877800407,0.007570717158727793
34,programming,4,#984EA380,computing education,0.007120768352057309,0.03343166175024582,2.0276215051151563,987,249.09091403121127,0.0021413276231263384,0.007120768352057309
23,copilot,4,#984EA380,computing education,0.006444733764366013,0.02261553588987217,1.4530134827119092,987,22.591823946364205,0.001763668430335097,0.006444733764366013
23,gpt,4,#984EA380,computing education,0.004865168119482019,0.02261553588987217,1.3740352004677097,987,187.77780326086463,0.002044989775051125,0.004865168119482019
23,pedagogy,4,#984EA380,computing education,0.0034638826599331244,0.02261553588987217,1.3039709274902647,987,155.96202532150386,0.0021008403361344537,0.0034638826599331244
22,gpt-4,4,#984EA380,computing education,0.005356636914123025,0.021632251720747297,1.3494444317435161,987,190.44924735531546,0.001984126984126984,0.005356636914123025
18,cs education,4,#984EA380,computing education,0.002444100941026863,0.017699115044247787,1.0071607992637324,987,80.85434282553965,0.002,0.002444100941026863
18,openai,4,#984EA380,computing education,0.005787348303970012,0.017699115044247787,1.17432316741089,987,75.68183027517004,0.001941747572815534,0.005787348303970012
16,accessibility,4,#984EA380,computing education,0.0020545156078539753,0.015732546705998034,0.8893531156926004,987,68.53362764121084,0.0019455252918287938,0.0020545156078539753
14,code generation,4,#984EA380,computing education,0.004336226157875616,0.01376597836774828,0.9051102262811948,987,48.820355175761925,0.002004008016032064,0.004336226157875616
14,teaching,4,#984EA380,computing education,0.0020288097882810757,0.01376597836774828,0.7897394078014678,987,70.35864056056877,0.00205761316872428,0.0020288097882810757
12,deep learning,4,#984EA380,computing education,0.0031784121115936803,0.011799410029498525,0.7488911070546103,987,65.66785577533638,0.0019305019305019305,0.0031784121115936803
13,gpt-3,4,#984EA380,computing education,0.004384459788851817,0.012782694198623401,0.8583576993737608,987,42.21690538171951,0.0019305019305019305,0.004384459788851817
12,k-12,4,#984EA380,computing education,0.002253238361323979,0.011799410029498525,0.7026324195411252,987,38.5413648227011,0.0019267822736030828,0.002253238361323979
10,code comprehension,4,#984EA380,computing education,0.0016920412178287685,0.00983284169124877,0.5762441454538769,987,35.416904989508424,0.001763668430335097,0.0016920412178287685
10,equity,4,#984EA380,computing education,0.002011124440204027,0.00983284169124877,0.5921983065726398,987,30.164526764479774,0.0017921146953405018,0.002011124440204027
10,evaluation,4,#984EA380,computing education,0.0019034652763835155,0.00983284169124877,0.5868153483816143,987,60.47064246866177,0.00186219739292365,0.0019034652763835155
10,novice programmers,4,#984EA380,computing education,0.0023643434620509232,0.00983284169124877,0.6098592576649847,987,110.48584392783418,0.001976284584980237,0.0023643434620509232
9,codex,4,#984EA380,computing education,0.0040310163818596655,0.008849557522123894,0.6440286951991779,987,4.306622258357955,0.0017953321364452424,0.0040310163818596655
9,eipe,4,#984EA380,computing education,0.002105940752332929,0.008849557522123894,0.5477749137228412,987,6.494290185579231,0.0016155088852988692,0.002105940752332929
9,formative feedback,4,#984EA380,computing education,0.0016281726648185184,0.008849557522123894,0.5238865093471207,987,18.395903687332968,0.0019569471624266144,0.0016281726648185184
9,gpt-4o,4,#984EA380,computing education,0.002349847012471432,0.008849557522123894,0.5599702267297663,987,115.30295168795303,0.00199203187250996,0.002349847012471432
8,code quality,4,#984EA380,computing education,0.0013245810019950342,0.007866273352999017,0.45954271774970257,987,16.00379599852683,0.0018796992481203006,0.0013245810019950342
8,cybersecurity,4,#984EA380,computing education,0.0013292068565582192,0.007866273352999017,0.4597740104778618,987,21.81900125509584,0.0019880715705765406,0.0013292068565582192
8,github copilot,4,#984EA380,computing education,0.001595227992696083,0.007866273352999017,0.473075067284755,987,13.208263337475776,0.0019157088122605363,0.001595227992696083
8,inclusion,4,#984EA380,computing education,0.0016945692099382386,0.007866273352999017,0.4780421281468628,987,27.410657635033047,0.001669449081803005,0.0016945692099382386
8,novice programming,4,#984EA380,computing education,0.003778565226888404,0.007866273352999017,0.582241928994371,987,4.896956590429086,0.0017452006980802793,0.003778565226888404
8,teaching assistants,4,#984EA380,computing education,0.001371164597901267,0.007866273352999017,0.4618718975450142,987,28.526511817084167,0.0017123287671232876,0.001371164597901267
7,assessments,4,#984EA380,computing education,0.001474347266767003,0.00688298918387414,0.4178668225320571,987,39.742691468320864,0.0019569471624266144,0.001474347266767003
7,autograding,4,#984EA380,computing education,0.0013020735856028559,0.00688298918387414,0.4092531384738498,987,23.6692592525259,0.0018484288354898336,0.0013020735856028559
7,computer programming,4,#984EA380,computing education,0.0025435649697803714,0.00688298918387414,0.4713277076827256,987,24.222853749846745,0.001869158878504673,0.0025435649697803714
7,diversity,4,#984EA380,computing education,0.0014708583905556141,0.00688298918387414,0.41769237872148773,987,1.8491003532866823,0.001697792869269949,0.0014708583905556141
7,explain in plain english,4,#984EA380,computing education,0.0019162086199681135,0.00688298918387414,0.4399598901921127,987,2.1851073702025894,0.0016556291390728477,0.0019162086199681135
7,github,4,#984EA380,computing education,0.003928378374211268,0.00688298918387414,0.5405683779042704,987,6.553243425551786,0.0017889087656529517,0.003928378374211268
7,programming languages,4,#984EA380,computing education,0.0013234966008581898,0.00688298918387414,0.41032428923661646,987,32.64998717113682,0.001976284584980237,0.0013234966008581898
6,curriculum,4,#984EA380,computing education,0.0018027827076868683,0.0058997050147492625,0.38512438612180655,987,164.66037192603676,0.0020964360587002098,0.0018027827076868683
6,data structures,4,#984EA380,computing education,0.002405517506865508,0.0058997050147492625,0.4152611260807385,987,130.31212480051164,0.0019880715705765406,0.002405517506865508
6,grading,4,#984EA380,computing education,0.0014367434655993788,0.0058997050147492625,0.3668224240174321,987,36.260454564696616,0.001996007984031936,0.0014367434655993788
6,help-seeking,4,#984EA380,computing education,9.363571625429311e-4,0.0058997050147492625,0.3418031088646097,987,2.6492319752812463,0.0016863406408094434,9.363571625429311e-4
6,performance,4,#984EA380,computing education,0.0013899322602427405,0.0058997050147492625,0.3644818637496001,987,32.145795159653126,0.001953125,0.0013899322602427405
6,school,4,#984EA380,computing education,0.0020423469141555356,0.0058997050147492625,0.39710259644523993,987,42.36677456531561,0.001937984496124031,0.0020423469141555356
6,large language,5,#FF7F0080,large language,0.0015790116745546632,0.5454545454545454,27.351677856455005,6,24.93775531797199,0.0019011406844106464,0.0015790116745546632
